review_id,user_id,produk_id,review_date,star_rating,device,review_text
RVW00356,USR0096,PRD020,2024-12-26,5,web,Interactive and engaging video lessons
RVW00357,USR0045,PRD017,2024-11-29,5,android,Interactive and engaging video lessons
RVW00358,USR0094,PRD004,2025-12-01,1,ios,Content follows the latest curriculum
RVW00359,USR0104,PRD021,2025-10-16,5,web,Need student discussion features
RVW00360,USR0083,PRD001,2024-02-20,4,web,Teacher explanations are clear and easy to follow
RVW00361,USR0189,PRD005,2025-11-10,2,web,Need student discussion features
RVW00362,USR0185,PRD017,2023-12-16,3,ios,Learning becomes more enjoyable with this platform
RVW00363,USR0230,PRD008,2023-12-30,4,ios,App can be slow sometimes but content quality is good
RVW00364,USR0248,PRD016,2025-09-16,5,android,Video quality needs improvement
RVW00365,USR0035,PRD020,2025-08-26,4,web,Modern and user-friendly interface
RVW00366,USR0033,PRD011,2025-11-05,4,android,App can be slow sometimes but content quality is good
RVW00367,USR0123,PRD016,2025-04-28,5,android,Subscription price is worth the quality
RVW00368,USR0033,PRD008,2025-10-11,3,ios,Need more practice questions
RVW00369,USR0169,PRD003,2024-05-17,5,web,Need student discussion features
RVW00370,USR0027,PRD008,2025-07-12,4,android,Content follows the latest curriculum
RVW00371,USR0085,PRD023,2025-09-28,5,android,I recommend this to my friends
RVW00372,USR0148,PRD009,2025-10-22,5,web,Great for UTBK and national exam prep
RVW00373,USR0096,PRD022,2024-03-25,4,ios,Progress tracking feature is very helpful
RVW00374,USR0162,PRD002,2025-08-14,5,ios,Perfect for self-study at home
RVW00375,USR0163,PRD002,2025-09-05,5,ios,Progress tracking feature is very helpful
RVW00376,USR0083,PRD001,2025-09-01,4,web,Subscription price is worth the quality
RVW00377,USR0161,PRD019,2025-05-27,4,ios,Video quality needs improvement
RVW00378,USR0160,PRD009,2025-03-11,4,android,Modern and user-friendly interface
RVW00379,USR0168,PRD025,2025-11-26,5,web,Interactive and engaging video lessons
RVW00380,USR0066,PRD011,2025-11-01,5,web,App can be slow sometimes but content quality is good
RVW00381,USR0172,PRD011,2025-11-01,4,ios,Learning becomes more enjoyable with this platform
RVW00382,USR0110,PRD021,2025-04-27,5,ios,App can be slow sometimes but content quality is good
RVW00383,USR0059,PRD015,2025-11-09,3,android,Content follows the latest curriculum
RVW00384,USR0033,PRD012,2025-03-12,4,android,Excellent practice question features
RVW00385,USR0248,PRD017,2025-04-25,4,android,Subscription price is worth the quality
RVW00386,USR0037,PRD022,2023-12-04,5,ios,Learning becomes more enjoyable with this platform
RVW00387,USR0135,PRD020,2025-12-28,3,android,I recommend this to my friends
RVW00388,USR0013,PRD018,2024-08-18,4,android,I recommend this to my friends
RVW00389,USR0043,PRD012,2025-07-02,3,ios,Need student discussion features
RVW00390,USR0058,PRD025,2025-04-13,4,android,Great for UTBK and national exam prep
RVW00391,USR0220,PRD007,2025-01-24,2,web,Content follows the latest curriculum
RVW00392,USR0100,PRD017,2025-05-29,5,web,Competent and experienced instructors
RVW00393,USR0035,PRD024,2025-11-10,1,web,Detailed solution explanations
RVW00394,USR0172,PRD010,2024-04-12,5,android,Need student discussion features
RVW00395,USR0246,PRD003,2025-05-15,5,ios,Perfect for self-study at home
RVW00396,USR0124,PRD006,2024-06-21,4,ios,Great for UTBK and national exam prep
RVW00397,USR0101,PRD019,2024-12-09,4,web,Excellent practice question features
RVW00398,USR0058,PRD009,2025-04-07,5,ios,Customer service is responsive
RVW00399,USR0242,PRD022,2023-09-05,3,ios,Modern and user-friendly interface
RVW00400,USR0195,PRD011,2023-11-04,5,android,Content follows the latest curriculum
